Order_ID,Приоритет,Количество,Выручка,Метод доставки,Прибыль,Покупатель,Регион,Продукт,Упаковка продукта,Сегмент покупателя,Категория продукта,Подкатегория продукта,Менеджер,Стоимость доставки,Дата
25634.0,Not Specified,29.0,593.32,Regular Air,28.99,Mike Pelletier,Northwest Territories,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,,,,,,
25767.0,High,15.0,593.73,Regular Air,108.01,Ann Chong,Northwest Territories,Xerox 1892,Small Box,,,,,,
26499.0,Medium,11.0,32.4,Regular Air,78.0,Sylvia Foulston,Northwest Territories,Avery 507,Small Box,,,,,,
26531.0,Medium,26.0,4688.95,Regular Air,,Michelle Lonsdale,Northwest Territories,i470,Small Box,,,,,,
26567.0,Critical,8.0,50.7,Regular Air,-44.07,Sylvia Foulston,Northwest Territories,3M Organizer Strips,Small Box,,,,,,
26567.0,Critical,48.0,6109.82,Regular Air,,Sylvia Foulston,Northwest Territories,300 Series Non-Flip,Small Box,,,,,,
27778.0,Critical,1.0,232.67,Regular Air,-105.14,Roy Skaria,Northwest Territories,GBC DocuBind TL200 Manual Binding Machine,Small Box,,,,,,
27909.0,Critical,1.0,62.26,Regular Air,-23.24,Monica Federle,Northwest Territories,Xerox 1940,Small Box,,,,,,
28003.0,Critical,31.0,157.79,Regular Air,-95.92,Charles McCrossin,Northwest Territories,Xerox 1897,Small Box,,,,,,
28165.0,Not Specified,2.0,24.96,Regular Air,-12.8,Grant Carroll,Northwest Territories,Heavy-Duty E-Z-DВ® Binders,Small Box,,,,,,
28289.0,High,31.0,166.76,Regular Air,-46.03,Carl Ludwig,Northwest Territories,"Hammermill CopyPlus Copy Paper (20Lb, and 84 Bright)",Small Box,,,,,,
28486.0,High,2.0,811.13,Regular Air,-517.47,Carlos Daly,Northwest Territories,Deluxe Rollaway Locking File with Drawer,Small Box,,,,,,
28870.0,High,35.0,3310.95,Regular Air,822.4,Cindy Schnelling,Northwest Territories,6160,Small Box,,,,,,
30947.0,Low,17.0,691.59,Regular Air,261.24,Charles McCrossin,Northwest Territories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,,,,,,
30947.0,Low,45.0,345.2,Regular Air,183.53,Charles McCrossin,Northwest Territories,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,,,,,,
31270.0,Medium,5.0,165.04,Regular Air,-112.44,Michelle Lonsdale,Northwest Territories,"Fellowes Internet Keyboard, Platinum",Small Box,,,,,,
31364.0,Not Specified,2.0,789.01,Regular Air,-539.59,Beth Thompson,Northwest Territories,Deluxe Rollaway Locking File with Drawer,Small Box,,,,,,
31618.0,Critical,14.0,403.17,Regular Air,147.45,Roy Skaria,Northwest Territories,Lock-Up Easel 'Spel-Binder',Small Box,,,,,,
31781.0,Medium,46.0,249.02,Regular Air,-282.61,Sylvia Foulston,Northwest Territories,Fellowes Black Plastic Comb Bindings,Small Box,,,,,,
32743.0,Critical,19.0,3548.67,Regular Air,,Grant Carroll,Northwest Territories,Kensington 7 Outlet MasterPiece Power Center,Small Box,,,,,,
33186.0,Low,24.0,1350.53,Regular Air,221.18,Don Jones,Northwest Territories,8860,Small Box,,,,,,
33444.0,Medium,8.0,127.8,Regular Air,-30.48,Alan Barnes,Northwest Territories,PizazzВ® Global Quick Fileв„ў,Small Box,,,,,,
33703.0,Not Specified,25.0,802.19,Regular Air,56.26,Carl Ludwig,Northwest Territories,Acco PermaВ® 2700 Stacking Storage Drawers,Small Box,,,,,,
34177.0,High,13.0,34.42,Regular Air,47.0,Toby Braunhardt,Northwest Territories,Avery 494,Small Box,,,,,,
34177.0,High,26.0,172.76,Regular Air,73.18,Toby Braunhardt,Northwest Territories,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,,,,,,
34631.0,Not Specified,5.0,22.0,Regular Air,-22.28,Brendan Dodson,Northwest Territories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,,,,,,
36134.0,Low,6.0,826.97,Regular Air,-413.33,Grant Carroll,Northwest Territories,R280,Small Box,,,,,,
36644.0,High,24.0,2298.32,Regular Air,218.72,Dorothy Wardle,Northwest Territories,"U,S, Robotics 56K Internet Call Modem",Small Box,,,,,,
37634.0,Medium,32.0,368.18,Regular Air,-36.78,Brendan Dodson,Northwest Territories,Portable Personal File Box,Small Box,,,,,,
39364.0,High,15.0,19417.55,Regular Air,,Jamie Kunitz,Northwest Territories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,,,,,,
39683.0,High,31.0,615.58,Regular Air,168.0,Jeremy Lonsdale,Northwest Territories,Poly Designer Cover & Back,Small Box,,,,,,
40067.0,Low,38.0,2157.31,Regular Air,519.25,Alan Barnes,Northwest Territories,3390,Small Box,,,,,,
40132.0,Low,16.0,347.47,Regular Air,-86.2,Hunter Glantz,Northwest Territories,"Avery Flip-Chart Easel Binder, Black",Small Box,,,,,,
41153.0,Medium,29.0,862.2,Regular Air,-45.1,Alan Barnes,Northwest Territories,Fellowes 17-key keypad for PS/2 interface,Small Box,,,,,,
41409.0,Not Specified,1.0,18.92,Regular Air,-18.25,Beth Thompson,Northwest Territories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,,,,,,
42209.0,High,5.0,324.55,Regular Air,-12.82,Alan Barnes,Northwest Territories,Fellowes Command Center 5-outlet power strip,Small Box,,,,,,
43109.0,Critical,19.0,281.84,Regular Air,-21.85,Dorothy Wardle,Northwest Territories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,,,,,,
43109.0,Critical,25.0,509.52,Regular Air,-145.78,Dorothy Wardle,Northwest Territories,Microsoft Internet Keyboard,Small Box,,,,,,
43329.0,Medium,42.0,2475.83,Regular Air,752.37,Doug Bickford,Northwest Territories,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,,,,,,
43364.0,High,21.0,524.2,Regular Air,158.98,Susan Vittorini,Northwest Territories,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,,,,,,
44071.0,Not Specified,19.0,110.67,Regular Air,-43.75,Frank Price,Northwest Territories,"DXLв„ў Angle-View Binders with Locking Rings, Black",Small Box,,,,,,
44071.0,Not Specified,20.0,1163.12,Regular Air,83.84,Frank Price,Northwest Territories,8260,Small Box,,,,,,
44519.0,High,48.0,224.58,Regular Air,-144.76,Dorothy Wardle,Northwest Territories,NewellВ® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Small Box,,,,,,
44519.0,High,34.0,365.77,Regular Air,155.69,Dorothy Wardle,Northwest Territories,Laser & Ink Jet Business Envelopes,Small Box,,,,,,
46980.0,Critical,34.0,216.3,Regular Air,103.16,Monica Federle,Northwest Territories,Avery 51,Small Box,,,,,,
47462.0,High,43.0,154.18,Regular Air,-166.92,Susan Vittorini,Northwest Territories,Avery Poly Binder Pockets,Small Box,,,,,,
47873.0,Critical,8.0,52.39,Regular Air,-17.38,Doug Bickford,Northwest Territories,Eldon Wave Desk Accessories,Small Box,,,,,,
48839.0,Critical,1.0,97.13,Regular Air,-37.06,Carlos Daly,Northwest Territories,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Small Box,,,,,,
50278.0,High,2.0,51.21,Regular Air,-27.53,Beth Thompson,Northwest Territories,Premium Transparent Presentation Covers by GBC,Small Box,,,,,,
50565.0,High,43.0,683.46,Regular Air,-138.82,Sylvia Foulston,Northwest Territories,Brown Kraft Recycled Envelopes,Small Box,,,,,,
50914.0,Critical,49.0,8551.54,Regular Air,,Carlos Daly,Northwest Territories,A1228,Small Box,,,,,,
51938.0,Low,5.0,503.33,Regular Air,-488.31,Jim Radford,Northwest Territories,8290,Small Box,,,,,,
53156.0,Not Specified,47.0,186.93,Regular Air,56.44,Bryan Davis,Northwest Territories,Avery 491,Small Box,,,,,,
53990.0,Not Specified,44.0,4263.93,Regular Air,,Carlos Daly,Northwest Territories,T18,Small Box,,,,,,
55366.0,Critical,7.0,387.17,Regular Air,-204.65,Doug Bickford,Northwest Territories,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,,,,,,
58150.0,Critical,24.0,60.36,Regular Air,-119.62,Susan Vittorini,Atlantic,Peel & Stick Add-On Corner Pockets,Small Box,,,,,,
58340.0,Medium,36.0,1936.3,Regular Air,278.12,Sylvia Foulston,Atlantic,Eureka The BossВ® Cordless Rechargeable Stick Vac,Small Box,,,,,,
58368.0,High,4.0,14.23,Regular Air,-4.43,Doug Bickford,Atlantic,EldonВ® Wave Desk Accessories,Small Box,,,,,,
58368.0,High,39.0,272.07,Regular Air,-206.46,Doug Bickford,Atlantic,Xerox 1905,Small Box,,,,,,
59047.0,Not Specified,26.0,113.85,Regular Air,-93.93,Beth Thompson,Atlantic,Eldon Image Series Black Desk Accessories,Small Box,,,,,,
59234.0,Low,32.0,5686.25,Regular Air,,Michelle Lonsdale,Atlantic,Kensington 7 Outlet MasterPiece Power Center,Small Box,,,,,,
59651.0,Critical,36.0,283.21,Regular Air,-196.06,Brendan Dodson,Atlantic,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,,,,,,
1187.0,Medium,14.0,222.91,Regular Air,20.21,Guy Armstrong,Atlantic,Logitech Access Keyboard,Small Box,,,,,,
4007.0,High,18.0,1038.4,Regular Air,112.36,Jack Lebron,Atlantic,"Conquestв„ў 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,,,,,,
4416.0,Low,46.0,7441.29,Regular Air,,Erica Bern,Atlantic,GBC DocuBind P100 Manual Binding Machine,Small Box,,,,,,
4454.0,Low,17.0,55.45,Regular Air,21.42,Erica Bern,Atlantic,Avery 497,Small Box,,,,,,
5446.0,Low,42.0,433.68,Regular Air,44.1,Guy Armstrong,Atlantic,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,,,,,,
8994.0,Low,36.0,1423.35,Regular Air,-580.32,Christopher Schild,Atlantic,Keytronic Designer 104- Key Black Keyboard,Small Box,,,,,,
9574.0,Medium,40.0,434.62,Regular Air,-68.98,Joy Smith,Atlantic,Ibico Covers for Plastic or Wire Binding Elements,Small Box,,,,,,
11362.0,Low,25.0,2407.69,Regular Air,424.14,Hilary Holden,Atlantic,LX 677,Small Box,,,,,,
12773.0,Low,6.0,17.0,Regular Air,-4.61,Greg Guthrie,Atlantic,Acco Suede Grain Vinyl Round Ring Binder,Small Box,,,,,,
12773.0,Low,15.0,67.41,Regular Air,-49.6,Greg Guthrie,Atlantic,Eldon Image Series Black Desk Accessories,Small Box,,,,,,
12773.0,Low,19.0,130.67,Regular Air,-77.18,Greg Guthrie,Atlantic,Xerox 213,Small Box,,,,,,
12934.0,Not Specified,45.0,440.39,Regular Air,186.64,Guy Armstrong,Atlantic,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,,,,,,
13604.0,Not Specified,38.0,3152.75,Regular Air,,Erica Bern,Atlantic,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,,,,,,
15044.0,Low,42.0,1681.6,Regular Air,167.37,Erica Bern,Atlantic,"Zoom V,92 V,44 PCI Internal Controllerless FaxModem",Small Box,,,,,,
18273.0,Low,18.0,925.03,Regular Air,-3.68,Jack Lebron,Atlantic,"Zoom V,92 USB External Faxmodem",Small Box,,,,,,
19042.0,Critical,8.0,327.61,Regular Air,54.9,Evan Minnotte,Atlantic,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,,,,,,
19073.0,Not Specified,16.0,178.4,Regular Air,20.0,Chuck Magee,Atlantic,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,,,,,,
19617.0,Low,3.0,171.96,Regular Air,-296.37,Jack Lebron,Atlantic,V 3600 Series,Small Box,,,,,,
21378.0,Medium,34.0,937.04,Regular Air,391.6,Jack Lebron,Atlantic,Lock-Up Easel 'Spel-Binder',Small Box,,,,,,
21378.0,Medium,17.0,1616.64,Regular Air,26.94,Jack Lebron,Atlantic,"U,S, Robotics 56K Internet Call Modem",Small Box,,,,,,
24067.0,High,19.0,120.56,Regular Air,-79.35,Frank Atkinson,Atlantic,Xerox 1920,Small Box,,,,,,
24965.0,Low,42.0,1146.11,Regular Air,330.63,Jack Lebron,Atlantic,"Deflect-o SuperTrayв„ў Unbreakable Stackable Tray, Letter, Black",Small Box,,,,,,
25376.0,Critical,12.0,76.61,Regular Air,-31.83,Greg Guthrie,Atlantic,"EldonВ® 200 Classв„ў Desk Accessories, Burgundy",Small Box,,,,,,
28836.0,High,50.0,8221.29,Regular Air,,Erica Bern,Atlantic,688,Small Box,,,,,,
28836.0,High,7.0,1158.26,Regular Air,170.08,Erica Bern,Atlantic,Ibico EB-19 Dual Function Manual Binding System,Small Box,,,,,,
28995.0,High,9.0,298.52,Regular Air,73.19,Hilary Holden,Atlantic,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,,,,,,
28995.0,High,34.0,667.35,Regular Air,80.92,Hilary Holden,Atlantic,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,,,,,,
29121.0,Medium,31.0,3206.97,Regular Air,575.33,Jack Lebron,Atlantic,Timeport L7089,Small Box,,,,,,
30243.0,Critical,44.0,2435.32,Regular Air,650.56,Hilary Holden,Atlantic,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,,,,,,
32199.0,High,40.0,196.5,Regular Air,-99.76,Erica Bern,Atlantic,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,,,,,,
32835.0,Medium,15.0,572.43,Regular Air,-19.44,Joy Smith,Atlantic,KF 788,Small Box,,,,,,
32869.0,Medium,39.0,5250.66,Regular Air,930.99,Christopher Schild,Atlantic,2180,Small Box,,,,,,
35300.0,Medium,10.0,28.81,Regular Air,15.0,Dan Reichenbach,Atlantic,*Staples* Packaging Labels,Small Box,,,,,,
37888.0,Critical,31.0,639.19,Regular Air,274.9,Hilary Holden,Atlantic,Avery Legal 4-Ring Binder,Small Box,,,,,,
40327.0,Medium,42.0,152.55,Regular Air,-20.27,Erica Bern,Atlantic,Colored Envelopes,Small Box,,,,,,
40327.0,Medium,36.0,152.96,Regular Air,-123.87,Erica Bern,Atlantic,Xerox 1953,Small Box,,,,,,
40800.0,Not Specified,18.0,101.34,Regular Air,26.0,Jim Sink,Atlantic,Staples Standard Envelopes,Small Box,,,,,,
40871.0,Not Specified,32.0,294.04,Regular Air,-5.53,Joy Smith,Atlantic,GBC Standard Plastic Binding Systems Combs,Small Box,,,,,,
41991.0,Low,35.0,543.22,Regular Air,68.44,Philip Brown,Atlantic,DAX Clear Channel Poster Frame,Small Box,,,,,,
42754.0,Critical,31.0,341.71,Regular Air,32.19,Paul Gonzalez,Atlantic,GBC Imprintable Covers,Small Box,,,,,,
42918.0,High,46.0,648.26,Regular Air,30.48,Logan Haushalter,Atlantic,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,,,,,,
44387.0,Low,20.0,173.09,Regular Air,-6.71,Erica Bern,Atlantic,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,,,,,,
45601.0,High,47.0,945.03,Regular Air,267.64,Dan Reichenbach,Atlantic,Xerox 1936,Small Box,,,,,,
46756.0,Medium,3.0,33.64,Regular Air,-22.45,Chuck Magee,Atlantic,"ArrayВ® Parchment Paper, Assorted Colors",Small Box,,,,,,
47714.0,Medium,30.0,176.15,Regular Air,-125.36,Philip Brown,Atlantic,Avery Durable Poly Binders,Small Box,,,,,,
47846.0,High,37.0,241.14,Regular Air,-120.08,Hilary Holden,Atlantic,"HP Office Paper (20Lb, and 87 Bright)",Small Box,,,,,,
48199.0,Not Specified,47.0,672.46,Regular Air,279.74,Erica Bern,Atlantic,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,,,,,,
50404.0,High,18.0,3780.43,Regular Air,905.57,Guy Armstrong,Prarie,"24 Capacity Maxi Data Binder Racks, Pearl",Small Box,,,,,,
50784.0,High,20.0,638.72,Regular Air,-130.88,Chuck Magee,Prarie,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,,,,,,
51558.0,Not Specified,34.0,245.4,Regular Air,-87.27,Greg Guthrie,Prarie,Xerox 1898,Small Box,,,,,,
53410.0,Critical,44.0,642.8,Regular Air,-253.11,Christopher Schild,Prarie,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,,,,,,
53477.0,High,28.0,4479.16,Regular Air,610.9,Joy Smith,Prarie,Fellowes Super Stor/DrawerВ® Files,Small Box,,,,,,
53703.0,Not Specified,14.0,1966.26,Regular Air,-34.79,Guy Armstrong,Prarie,"Fellowes Strictly BusinessВ® Drawer File, Letter/Legal Size",Small Box,,,,,,
54115.0,Low,24.0,114.17,Regular Air,-80.05,Brian Moss,Prarie,"Eureka Sanitaire В® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,,,,,,
54115.0,Low,39.0,197.11,Regular Air,-89.42,Brian Moss,Prarie,Cardinal Holdit Business Card Pockets,Small Box,,,,,,
54501.0,Critical,36.0,2039.08,Regular Air,481.7,Guy Armstrong,Prarie,T193,Small Box,,,,,,
54753.0,Medium,36.0,4711.24,Regular Air,,Christopher Schild,Prarie,T39m,Small Box,,,,,,
57159.0,Critical,42.0,460.2,Regular Air,-214.39,Hilary Holden,Prarie,"Hammermill Color Copier Paper (28Lb, and 96 Bright)",Small Box,,,,,,
57507.0,Critical,10.0,155.45,Regular Air,-19.68,Logan Haushalter,Prarie,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,,,,,,
58788.0,Low,31.0,983.78,Regular Air,43.72,Christopher Schild,Prarie,Belkin ErgoBoardв„ў Keyboard,Small Box,,,,,,
59750.0,Low,34.0,223.59,Regular Air,-66.05,Jim Sink,West,Xerox 1994,Small Box,,,,,,
35.0,Not Specified,14.0,1892.85,Regular Air,48.99,Julie Creighton,West,CF 688,Small Box,,,,,,
2279.0,Medium,39.0,845.9,Regular Air,52.53,Rob Haberlin,West,Acco PermaВ® 3000 Stacking Storage Drawers,Small Box,,,,,,
2530.0,Medium,9.0,23.46,Regular Air,58.0,Rob Haberlin,West,Avery 479,Small Box,,,,,,
10692.0,Low,48.0,8101.99,Regular Air,,Rob Haberlin,West,2160i,Small Box,,,,,,
10692.0,Low,8.0,1313.81,Regular Air,-457.16,Rob Haberlin,West,A1228,Small Box,,,,,,
11782.0,Low,46.0,247.21,Regular Air,-63.72,Marina Lichtenstein,West,"Hammermill CopyPlus Copy Paper (20Lb, and 84 Bright)",Small Box,,,,,,
12199.0,Low,2.0,19.0,Regular Air,-10.73,Justin Knight,West,Wilson JonesВ® Four-Pocket Poly Binders,Small Box,,,,,,
12199.0,Low,50.0,8289.51,Regular Air,,Justin Knight,West,"Dual Level, Single-Width Filing Carts",Small Box,,,,,,
18471.0,Not Specified,29.0,185.61,Regular Air,-47.12,Justin Knight,West,Xerox 1983,Small Box,,,,,,
21892.0,High,6.0,34.88,Regular Air,-18.34,Justin Knight,West,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,,,,,,
23907.0,Not Specified,7.0,384.2,Regular Air,-164.46,Julie Creighton,West,6190,Small Box,,,,,,
24132.0,Low,4.0,31.0,Regular Air,-4.49,Justin Knight,West,Wilson Jones DublLockВ® D-Ring Binders,Small Box,,,,,,
24132.0,Low,46.0,331.83,Regular Air,-101.25,Justin Knight,West,"Wilson Jones Hanging View Binder, White, 1""",Small Box,,,,,,
24132.0,Low,22.0,446.46,Regular Air,-1.88,Justin Knight,West,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,,,,,,
24132.0,Low,31.0,1252.89,Regular Air,339.75,Justin Knight,West,Ibico Recycled Linen-Style Covers,Small Box,,,,,,
24132.0,Low,12.0,47.79,Regular Air,-57.75,Justin Knight,West,Self-Adhesive Ring Binder Labels,Small Box,,,,,,
24132.0,Low,3.0,63.84,Regular Air,-47.97,Justin Knight,West,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,,,,,,
24576.0,Not Specified,10.0,152.84,Regular Air,38.02,Luke Weiss,West,DAX Clear Channel Poster Frame,Small Box,,,,,,
28068.0,Low,23.0,631.99,Regular Air,-43.96,Julie Creighton,West,Belkin MediaBoard 104- Keyboard,Small Box,,,,,,
34816.0,Not Specified,29.0,1158.45,Regular Air,267.16,Sally Knutson,West,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,,,,,,
34816.0,Not Specified,43.0,2568.71,Regular Air,590.77,Sally Knutson,West,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,,,,,,
37315.0,Low,43.0,170.81,Regular Air,-133.68,Luke Weiss,West,Xerox 1971,Small Box,,,,,,
37925.0,Medium,31.0,1784.05,Regular Air,394.45,Luke Weiss,West,StarTAC 7760,Small Box,,,,,,
38021.0,Medium,46.0,1482.01,Regular Air,709.33,Rob Haberlin,West,"Premier Elliptical Ring Binder, Black",Small Box,,,,,,
38336.0,Critical,14.0,91.75,Regular Air,82.0,Julie Creighton,West,Wilson Jones DublLockВ® D-Ring Binders,Small Box,,,,,,
38336.0,Critical,31.0,346.57,Regular Air,-116.45,Julie Creighton,West,Micro Innovations 104 Keyboard,Small Box,,,,,,
39783.0,Not Specified,19.0,82.43,Regular Air,-94.76,Sally Knutson,West,Eureka Disposable Bags for SanitaireВ® Vibra Groomer IВ® Upright Vac,Small Box,,,,,,
39783.0,Not Specified,31.0,295.97,Regular Air,50.0,Sally Knutson,West,GBC Standard Plastic Binding Systems Combs,Small Box,,,,,,
39783.0,Not Specified,29.0,94.5,Regular Air,39.9,Sally Knutson,West,Avery 520,Small Box,,,,,,
44256.0,Low,17.0,114.28,Regular Air,-38.72,Sally Knutson,West,Xerox 226,Small Box,,,,,,
47367.0,Medium,7.0,27.99,Regular Air,-0.17,Rob Haberlin,West,Durable Pressboard Binders,Small Box,,,,,,
47367.0,Medium,6.0,21.0,Regular Air,28.0,Rob Haberlin,West,Avery 52,Small Box,,,,,,
47750.0,Low,37.0,102.46,Regular Air,36.64,Sally Knutson,West,Avery 492,Small Box,,,,,,
48388.0,High,3.0,21.64,Regular Air,-13.33,Marina Lichtenstein,West,Binder Posts,Small Box,,,,,,
51879.0,Not Specified,26.0,1382.31,Regular Air,372.26,Monica Federle,West,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Small Box,,,,,,
51879.0,Not Specified,46.0,991.36,Regular Air,212.06,Monica Federle,West,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,,,,,,
53572.0,Medium,17.0,184.09,Regular Air,79.0,Marina Lichtenstein,West,#10 Self-Seal White Envelopes,Small Box,,,,,,
54119.0,Medium,4.0,127.56,Regular Air,-41.75,Monica Federle,West,Acco PermaВ® 2700 Stacking Storage Drawers,Small Box,,,,,,
9892.0,Medium,50.0,1406.64,Regular Air,424.36,Kelly Williams,West,"Tyvek В® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,,,,,,
10048.0,Not Specified,46.0,3197.45,Regular Air,97.16,Sonia Sunley,West,Keytronic 105-Key Spanish Keyboard,Small Box,,,,,,
10432.0,Low,13.0,2323.36,Regular Air,220.39,Sonia Sunley,West,Motorola SB4200 Cable Modem,Small Box,,,,,,
13158.0,Critical,26.0,187.16,Regular Air,29.33,Kelly Williams,West,Wilson Jones DublLockВ® D-Ring Binders,Small Box,,,,,,
14375.0,Medium,7.0,44.05,Regular Air,-21.77,Rick Duston,West,Xerox 1978,Small Box,,,,,,
16230.0,Low,2.0,13.0,Regular Air,-7.86,Sonia Sunley,West,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,,,,,,
16230.0,Low,15.0,687.52,Regular Air,223.76,Sonia Sunley,West,Xerox 1891,Small Box,,,,,,
16230.0,Low,40.0,4538.66,Regular Air,506.86,Sonia Sunley,West,Fellowes Recycled Storage Drawers,Small Box,,,,,,
21856.0,Not Specified,47.0,168.55,Regular Air,71.77,Sonia Sunley,West,Avery 487,Small Box,,,,,,
22119.0,Low,20.0,939.39,Regular Air,-122.77,Stewart Carmichael,West,"Eureka Hand Vacuum, Bagless",Small Box,,,,,,
22534.0,Medium,3.0,279.33,Regular Air,-44.18,Kelly Williams,West,Airmail Envelopes,Small Box,,,,,,
24070.0,High,36.0,170.42,Regular Air,-98.31,Sonia Sunley,West,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,,,,,,
27174.0,Critical,17.0,477.5,Regular Air,-245.56,Alex Avila,West,Accessory27,Small Box,,,,,,
33600.0,Low,42.0,187.28,Regular Air,-94.36,Sonia Sunley,West,Xerox 1962,Small Box,,,,,,
35364.0,Critical,16.0,72.08,Regular Air,-54.75,Lisa DeCherney,West,Xerox 199,Small Box,,,,,,
35364.0,Critical,8.0,1265.29,Regular Air,-554.44,Lisa DeCherney,West,T28 WORLD,Small Box,,,,,,
38272.0,Critical,39.0,71.04,Regular Air,-20.65,Sarah Foster,West,StaplesВ® General Use 3-Ring Binders,Small Box,,,,,,
45763.0,High,25.0,67.45,Regular Air,24.28,Lisa DeCherney,West,Avery 494,Small Box,,,,,,
50310.0,Medium,22.0,482.37,Regular Air,34.03,Sarah Foster,West,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,,,,,,
51648.0,Low,45.0,2354.8,Regular Air,332.97,Roy Skaria,West,"Zoom V,92 USB External Faxmodem",Small Box,,,,,,
53216.0,High,36.0,228.01,Regular Air,-185.54,Roy Skaria,West,Xerox 227,Small Box,,,,,,
55777.0,Not Specified,6.0,323.53,Regular Air,136.32,Roy Skaria,West,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,,,,,,
56640.0,High,2.0,29.31,Regular Air,-12.78,Anthony O'Donnell,West,Personal Creationsв„ў Ink Jet Cards and Labels,Small Box,,,,,,
56640.0,High,11.0,80.26,Regular Air,-22.55,Anthony O'Donnell,West,Xerox 1923,Small Box,,,,,,
322.0,Critical,20.0,2634.86,Regular Air,257.76,Giulietta Weimer,West,I888 World Phone,Small Box,,,,,,
322.0,Critical,46.0,281.0,Regular Air,-291.59,Giulietta Weimer,West,Xerox 1997,Small Box,,,,,,
1221.0,Not Specified,1.0,14.68,Regular Air,-13.78,Lela Donovan,West,Avery Printable Repositionable Plastic Tabs,Small Box,,,,,,
1221.0,Not Specified,11.0,10145.14,Regular Air,,Lela Donovan,West,GBC DocuBind TL300 Electric Binding System,Small Box,,,,,,
1221.0,Not Specified,16.0,68.45,Regular Air,-57.88,Lela Donovan,West,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,,,,,,
1445.0,Medium,3.0,1326.09,Regular Air,-20.55,Shahid Shariari,West,GBC DocuBind 200 Manual Binding Machine,Small Box,,,,,,
4067.0,High,16.0,118.38,Regular Air,-42.46,Shahid Shariari,West,"Wilson Jones Hanging View Binder, White, 1""",Small Box,,,,,,
4261.0,Critical,33.0,195.98,Regular Air,-71.47,Lela Donovan,West,Xerox 1947,Small Box,,,,,,
4261.0,Critical,48.0,274.38,Regular Air,-94.82,Lela Donovan,West,Xerox 1950,Small Box,,,,,,
4864.0,Low,16.0,4901.99,Regular Air,,Ralph Kennedy,West,GBC ProClickв„ў 150 Presentation Binding System,Small Box,,,,,,
4996.0,Medium,30.0,4305.79,Regular Air,,Rob Dowd,West,Letter Size Cart,Small Box,,,,,,
6144.0,Critical,24.0,67.35,Regular Air,22.63,Ralph Kennedy,West,Avery 492,Small Box,,,,,,
7169.0,Medium,22.0,446.72,Regular Air,-39.0,Lela Donovan,West,"Career Cubicle Clock, 8 1/4"", Black",Small Box,,,,,,
